FID,Count,Area,X,Y,Perimeter,NEAR_FID,NEAR_DIST,ST_NAME,ST_TYPE,MUN_L,SPEEDLIMIT,NBHD_L,STREET_ID,OBJECTID,SITE_NAME,OWNERSHIP,DISTRICT,ACRES,TypeLong,OS_Own_Jur,ALT_NAME
1292,1,11.378760440400001,-71.086825483300004,42.290410266999999,20.860774755100000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1293,1,9.991015795690000,-71.084338565699994,42.290406296800001,19.225767667600000,13921,85.979295137400001,Westview,WAY,Boston,25,Dorchester,5396,0, , , ,0.000000000000000, , , 
1294,1,10.030546959400001,-71.085096820399997,42.290416668399999,20.693204576300001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1295,1,30.194629679399998,-71.086063113300000,42.290420498300001,31.718894884200001,9471,91.547234388600003,Ames,ST,Boston,20,Dorchester,115,0, , , ,0.000000000000000, , , 
1296,1,13.682552332200000,-71.085915213099995,42.290429423200003,22.095904666799999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1297,1,33.856608696499997,-71.085021965799996,42.290433477000001,32.768947220999998,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1298,1,9.386807837030000,-71.179591846600005,42.290736651800003,20.674129410399999,-1,-1.000000000000000, , , ,0, ,0,324,Mount Lebanon Cemetery,Private,West Roxbury,48.594399400000000,Cemeteries & Burying Grounds,NULL, 
1299,1,10.042819711300000,-71.179568444400005,42.290739109100002,21.143245352800001,-1,-1.000000000000000, , , ,0, ,0,324,Mount Lebanon Cemetery,Private,West Roxbury,48.594399400000000,Cemeteries & Burying Grounds,NULL, 
1300,1,7.490185184580000,-71.179547745899995,42.290751023799999,19.245133892199998,-1,-1.000000000000000, , , ,0, ,0,324,Mount Lebanon Cemetery,Private,West Roxbury,48.594399400000000,Cemeteries & Burying Grounds,NULL, 
1301,1,9.387738973530000,-71.179607590700002,42.290750918500002,20.674756607199999,-1,-1.000000000000000, , , ,0, ,0,324,Mount Lebanon Cemetery,Private,West Roxbury,48.594399400000000,Cemeteries & Burying Grounds,NULL, 
1302,1,13.191892078900000,-71.071241737099996,42.290422203200002,21.758088472400001,7397,90.067641876899998,Talbot,AVE,Boston,30,Dorchester,4073,288,Codman Square,City of Boston,Dorchester,0.339182220000000,"Malls, Squares & Plazas",NULL, 
1303,1,8.244446217929999,-71.179629203600001,42.290778627000002,17.080622267999999,-1,-1.000000000000000, , , ,0, ,0,324,Mount Lebanon Cemetery,Private,West Roxbury,48.594399400000000,Cemeteries & Burying Grounds,NULL, 
1304,1,15.333440722800001,-71.071211522699997,42.290430051199998,22.854267931900001,7397,93.990870188399995,Talbot,AVE,Boston,30,Dorchester,4073,288,Codman Square,City of Boston,Dorchester,0.339182220000000,"Malls, Squares & Plazas",NULL, 
1305,1,13.065156686900000,-71.048511169600005,42.290344066800003,27.748911434699998,13670,28.215748438399999,Neponset,AVE,Boston,25,Dorchester,2933,0, , , ,0.000000000000000, , , 
1306,1,16.783151702600001,-71.071148363700004,42.290445270900001,24.688296853299999,-1,-1.000000000000000, , , ,0, ,0,288,Codman Square,City of Boston,Dorchester,0.339182220000000,"Malls, Squares & Plazas",NULL, 
1307,1,14.059246288900001,-71.071119943300005,42.290451448200002,23.254288111699999,-1,-1.000000000000000, , , ,0, ,0,288,Codman Square,City of Boston,Dorchester,0.339182220000000,"Malls, Squares & Plazas",NULL, 
1308,1,15.307421853399999,-71.070827007299997,42.290463047400003,23.889922735799999,1495,25.409015270400001,Centre,ST,Boston,25,Dorchester,768,288,Codman Square,City of Boston,Dorchester,0.339182220000000,"Malls, Squares & Plazas",NULL, 
1309,1,13.468718119000000,-71.071052943200002,42.290468999100000,22.905030272600001,1495,85.237010599800001,Centre,ST,Boston,25,Dorchester,768,288,Codman Square,City of Boston,Dorchester,0.339182220000000,"Malls, Squares & Plazas",NULL, 
1310,1,14.192740472200001,-71.071024421800004,42.290476077000001,22.905376619300000,1495,78.123977376400006,Centre,ST,Boston,25,Dorchester,768,288,Codman Square,City of Boston,Dorchester,0.339182220000000,"Malls, Squares & Plazas",NULL, 
1311,1,9.370369900940000,-71.087403770899996,42.290549463600001,19.160979359300001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1312,1,14.105513384700000,-71.070958222800002,42.290490926600000,22.866867244600002,1495,61.456514935999998,Centre,ST,Boston,25,Dorchester,768,288,Codman Square,City of Boston,Dorchester,0.339182220000000,"Malls, Squares & Plazas",NULL, 
1313,1,39.088173129399998,-71.087323145799999,42.290552208900003,34.872741336300003,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1314,1,14.365845188200000,-71.070931245300002,42.290498201699997,22.876052143900001,1495,55.040346076299997,Centre,ST,Boston,25,Dorchester,768,288,Codman Square,City of Boston,Dorchester,0.339182220000000,"Malls, Squares & Plazas",NULL, 
1315,1,11.480851259600000,-71.087398868600005,42.290565507099998,21.043942335800001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1316,1,25.141748591900001,-71.042768458300003,42.290417269599999,44.416189691100001,12278,84.041728892699993,Tenean,ST,Boston,20,Dorchester,4096,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1317,1,17.432875447499999,-71.070747429299999,42.290562460700002,24.924408251599999,1495,23.505974015900001,Centre,ST,Boston,25,Dorchester,768,288,Codman Square,City of Boston,Dorchester,0.339182220000000,"Malls, Squares & Plazas",NULL, 
1318,1,16.517800598800001,-71.070716670500005,42.290569992099996,24.037384579800001,1495,20.684796265300001,Centre,ST,Boston,25,Dorchester,768,288,Codman Square,City of Boston,Dorchester,0.339182220000000,"Malls, Squares & Plazas",NULL, 
1319,1,11.684457532900000,-71.088228844699998,42.290705146800001,21.880994218900000,7291,76.672859784799996,Stratton,ST,Boston,25,Dorchester,4008,0, , , ,0.000000000000000, , , 
1320,1,28.018265561700002,-71.088308732100003,42.290706255300002,30.726575184200001,7291,57.349181467999998,Stratton,ST,Boston,25,Dorchester,4008,0, , , ,0.000000000000000, , , 
1321,1,14.207055844599999,-71.088206131600003,42.290716616700003,22.704778214600001,7291,84.028867354599996,Stratton,ST,Boston,25,Dorchester,4008,0, , , ,0.000000000000000, , , 
1322,1,8.863363482620001,-71.119609501499994,42.290852749499997,18.643700484099998,10456,88.133276058700005,Brookway,TER,Boston,15,Roslindale,596,0, , , ,0.000000000000000, , , 
1323,1,11.952131358800001,-71.119631053399999,42.290870322600000,20.637211788900000,10456,89.835180660800006,Brookway,TER,Boston,15,Roslindale,596,0, , , ,0.000000000000000, , , 
1324,1,6.196282656020000,-71.119411925999998,42.290918329599997,18.055016891000001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1325,1,28.377956651100000,-71.042418676200001,42.290635138399999,28.987204715899999,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1326,1,13.185102184900000,-71.042324413000003,42.290709187200001,27.141352165299999,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1327,1,13.441701553400000,-71.089486675499998,42.290923944900001,22.508335324099999,13783,23.190082686699999,Blue Hill,AVE,Boston,35,Dorchester,454,0, , , ,0.000000000000000, , , 
1328,1,31.233954590900002,-71.042495122700004,42.290746468400002,30.320320158800001,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1329,1,12.148508925400000,-71.119928044600002,42.291039001599998,21.780714649299998,10458,84.714627214499998,Brookway,TER,Boston,15,Roslindale,596,0, , , ,0.000000000000000, , , 
1330,1,21.780340002799999,-71.045991157299994,42.290785448800001,27.756572426999998,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1331,1,8.194995231789999,-71.119929311500002,42.291086448400002,18.082503277699999,10458,93.024304764600004,Brookway,TER,Boston,15,Roslindale,596,0, , , ,0.000000000000000, , , 
1332,1,11.557984883000000,-71.120124830199998,42.291102840100002,20.633282719699999,10458,49.034302618500000,Brookway,TER,Boston,15,Roslindale,596,0, , , ,0.000000000000000, , , 
1333,1,7.165664135360000,-71.119717735199998,42.291144437400000,17.718645510399998,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1334,1,6.725967419630000,-71.119835045200006,42.291151757599998,17.022904666700001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1335,1,8.190701819590000,-71.066777209500003,42.290965773899998,20.038158661299999,-1,-1.000000000000000, , , ,0, ,0,256,Rev. Loesch Family Park,City of Boston,Dorchester,2.252596060000000,"Parks, Playgrounds & Athletic Fields",BPRD,Cronin/Wainwright Park
1336,1,6.756096527270000,-71.119693976799994,42.291160826700001,17.568364543600001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1337,1,9.738571207240000,-71.066729748900002,42.290978707100003,19.801781646199998,-1,-1.000000000000000, , , ,0, ,0,256,Rev. Loesch Family Park,City of Boston,Dorchester,2.252596060000000,"Parks, Playgrounds & Athletic Fields",BPRD,Cronin/Wainwright Park
1338,1,6.998809478510000,-71.119853772799999,42.291169089999997,16.842039552999999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1339,1,9.739237615140000,-71.066760542799997,42.290984823300001,20.558772892299999,-1,-1.000000000000000, , , ,0, ,0,256,Rev. Loesch Family Park,City of Boston,Dorchester,2.252596060000000,"Parks, Playgrounds & Athletic Fields",BPRD,Cronin/Wainwright Park
1340,1,29.439448144699998,-71.042450148699999,42.290896129499998,29.411651133900001,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1341,1,21.411510889399999,-71.111754314799995,42.291153434400002,35.582932209399999,9976,92.498301612700004,Walk Hill,ST,Boston,25,Jamaica Plain,4308,186,Forest Hills Cemetery,Private,Roslindale,243.732332240000010,Cemeteries & Burying Grounds,NULL, 
1342,1,11.440481395899999,-71.119548245700003,42.291237843300003,20.477947388099999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1343,1,10.699465005700000,-71.119578457200006,42.291238341700002,19.694321325000001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1344,1,10.997657718499999,-71.119851664300000,42.291244537300003,19.444431191100001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1345,1,7.453536070100000,-71.119693289500006,42.291247003800002,16.234608954100000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1346,1,10.300849715600000,-71.119831041699996,42.291261186200003,19.829220083599999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1347,1,11.694171989999999,-71.120016752300003,42.291265171699997,21.341418235199999,10458,90.268111564700007,Brookway,TER,Boston,15,Roslindale,596,0, , , ,0.000000000000000, , , 
1348,1,8.967569976160000,-71.119728273600003,42.291269911999997,18.087335803900000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1349,1,15.211689787799999,-71.081328954900002,42.291167648900000,24.687043899100001,15215,43.433857635800003,Westview,ST,Boston,15,Dorchester,4450,0, , , ,0.000000000000000, , , 
1350,1,15.511876490000001,-71.042330891600002,42.291027898099998,28.103018572200000,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1351,1,10.453191080200000,-71.120210475600004,42.291336093699996,20.785359008699999,10457,41.348148355600003,Brookway,RD,Boston,15,Roslindale,595,0, , , ,0.000000000000000, , , 
1352,1,12.472986408900001,-71.119452561800003,42.291334366800001,23.043736365699999,10459,70.357339973199998,Archdale,RD,Boston,15,Roslindale,164,0, , , ,0.000000000000000, , , 
1353,1,10.431962534500000,-71.119682207200000,42.291339528199998,20.896109695300002,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1354,1,9.831818199500001,-71.120189729299994,42.291350694300000,20.012829236700000,10457,47.184856895300001,Brookway,RD,Boston,15,Roslindale,595,0, , , ,0.000000000000000, , , 
1355,1,7.679779516510000,-71.120168557300005,42.291365470199999,18.754167083700001,10457,52.714689742200001,Brookway,RD,Boston,15,Roslindale,595,0, , , ,0.000000000000000, , , 
1356,1,7.912409145180000,-71.127424340299996,42.291410761800002,15.867032944000000,16287,0.234119372481000,Fairview,ST,Boston,15,Roslindale,1488,943,Arnold Arboretum,City of Boston,Jamaica Plain,224.259999999999990,"Parks, Playgrounds & Athletic Fields",BPRD, 
1357,1,7.695138859870000,-71.120045587400000,42.291407145699999,18.992420503400002,10457,85.167494121499999,Brookway,RD,Boston,15,Roslindale,595,0, , , ,0.000000000000000, , , 
1358,1,8.243825906290001,-71.145618432199996,42.291502950000002,16.759656090499998,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1359,1,6.545365818320000,-71.145633527399994,42.291514813799999,15.014775599000000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1360,1,6.458078807320000,-71.145617876000003,42.291525592100001,14.984109311599999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1361,1,28.788196772300001,-71.042521048599994,42.291168665800001,29.063425271200000,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1362,1,11.588518654600000,-71.120049780900004,42.291474629299998,21.968946311000000,10457,82.079883960499998,Brookway,RD,Boston,15,Roslindale,595,0, , , ,0.000000000000000, , , 
1363,1,14.645371848000000,-71.055871032900001,42.291322430599998,26.370891507600000,-1,-1.000000000000000, , , ,0, ,0,255,Hemenway Playground,City of Boston,Dorchester,4.395210480000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
1364,1,30.073725931799999,-71.042506917899999,42.291280463800000,29.718851199100001,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1365,1,28.462788500999999,-71.087869601899996,42.291457333200000,28.973207438399999,-1,-1.000000000000000, , , ,0, ,0,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1366,1,15.236694999099999,-71.055881083599999,42.291345511599999,26.581471813299999,-1,-1.000000000000000, , , ,0, ,0,255,Hemenway Playground,City of Boston,Dorchester,4.395210480000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
1367,1,15.347611407100000,-71.119979673000003,42.291584686199997,23.348426833400001,10457,95.292698382300003,Brookway,RD,Boston,15,Roslindale,595,0, , , ,0.000000000000000, , , 
1368,1,20.887027130200000,-71.083732395799998,42.291515173400001,28.593527496499998,-1,-1.000000000000000, , , ,0, ,0,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1369,1,15.315863257300000,-71.126299339599996,42.291672711200000,23.541805502399999,-1,-1.000000000000000, , , ,0, ,0,943,Arnold Arboretum,City of Boston,Jamaica Plain,224.259999999999990,"Parks, Playgrounds & Athletic Fields",BPRD, 
1370,1,20.608597777400000,-71.042335884200000,42.291366979599999,30.009175067099999,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1371,1,21.381826597000000,-71.083732385000005,42.291545294400002,29.687253559300000,-1,-1.000000000000000, , , ,0, ,0,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1372,1,30.394216092299999,-71.042478412999998,42.291394622100000,29.948367028900002,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1373,1,33.491023784600003,-71.084240187000006,42.291564974000003,52.098013986600002,-1,-1.000000000000000, , , ,0, ,0,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1374,1,9.087123928050000,-71.121876829700000,42.291720483799999,17.195674054500000,14093,75.111902605500006,Whipple,AVE,Boston,15,Roslindale,4464,0, , , ,0.000000000000000, , , 
1375,1,29.330811394200001,-71.042580420999997,42.291464830300001,29.382848327600001,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1376,1,12.289663947799999,-71.080677252499996,42.291612648700003,22.041334871699998,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1377,1,33.172116609299998,-71.042669315099999,42.291501519900002,34.509903491899998,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1378,1,11.787823248600001,-71.119535420999995,42.291815135199997,21.192570585799999,10459,43.298743579899998,Archdale,RD,Boston,15,Roslindale,164,0, , , ,0.000000000000000, , , 
1379,1,8.742542572330001,-71.055967606899998,42.291592300700003,18.938053938600000,-1,-1.000000000000000, , , ,0, ,0,255,Hemenway Playground,City of Boston,Dorchester,4.395210480000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
1380,1,14.931974002300000,-71.056801308100006,42.291595813699999,25.678772164400002,-1,-1.000000000000000, , , ,0, ,0,255,Hemenway Playground,City of Boston,Dorchester,4.395210480000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
1381,1,43.578029154900001,-71.056034074300001,42.291572321899999,63.819890436300000,-1,-1.000000000000000, , , ,0, ,0,255,Hemenway Playground,City of Boston,Dorchester,4.395210480000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
1382,1,9.327591225480001,-71.080737617200000,42.291718643700001,20.133375800600000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1383,1,10.525101428599999,-71.056631516600007,42.291637809299999,23.103664890099999,-1,-1.000000000000000, , , ,0, ,0,255,Hemenway Playground,City of Boston,Dorchester,4.395210480000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
1384,1,26.981760447599999,-71.042538097999994,42.291590442900002,28.205550369699999,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1385,1,2.069877132180000,-71.042536623000004,42.291586910800000,44.570442349399997,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1386,1,1.579727655220000,-71.042547617099999,42.291594679100001,13.771533696700001,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1387,1,16.745824239699999,-71.056082234900003,42.291644485900001,25.777150909000000,-1,-1.000000000000000, , , ,0, ,0,255,Hemenway Playground,City of Boston,Dorchester,4.395210480000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
1388,1,61.196674363500001,-71.102303659599997,42.291811422000002,45.432334402700000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1389,1,31.571671874000000,-71.056298381700003,42.291666427199999,61.254465931500000,-1,-1.000000000000000, , , ,0, ,0,255,Hemenway Playground,City of Boston,Dorchester,4.395210480000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
1390,1,14.179263096800000,-71.056190833499997,42.291679580800000,24.868456340000002,-1,-1.000000000000000, , , ,0, ,0,255,Hemenway Playground,City of Boston,Dorchester,4.395210480000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
1391,1,59.419529350700003,-71.102237833299995,42.291867772400003,45.121861873699999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1392,1,1.817640754150000,-71.042700083200003,42.291658334700003,20.807044037000001,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1393,1,0.182965219176000,-71.042709619299998,42.291662699800000,9.214959035370001,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1394,1,0.160213774250000,-71.042687144799999,42.291667726299998,8.623730107060000,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1395,1,0.248152704110000,-71.042691665099994,42.291671151700001,10.694813446600000,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1396,1,27.416180545100001,-71.042698378300003,42.291665101900001,28.328082182599999,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1397,1,0.028772814406500,-71.042708370900002,42.291671198000003,3.654265694300000,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1398,1,0.057454723096100,-71.042705803299995,42.291672296500003,5.146077974030000,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1399,1,16.225020318300000,-71.119632636099993,42.291960547800002,23.540256830499999,10459,64.952425104499994,Archdale,RD,Boston,15,Roslindale,164,0, , , ,0.000000000000000, , , 
1400,1,14.530867825800000,-71.042449132100003,42.291685745800002,27.238349858300001,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1401,1,13.731615979500001,-71.119387526099999,42.292005061200001,21.607422561500002,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1402,1,9.994758523020000,-71.080802299599995,42.291871677499998,21.183594841200001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1403,1,9.993111824260000,-71.080812548500006,42.291895054699999,21.182464340799999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1404,1,9.485844937150000,-71.119678236799999,42.292090440800003,18.225521067700001,1094,90.969133399000000,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1405,1,10.852924021400000,-71.119653314600001,42.292102108000002,18.875089323899999,1094,95.563348484299993,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1406,1,11.837412779399999,-71.119785674400006,42.292106517999997,19.478768604999999,1094,62.029151532699998,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1407,1,9.648340665230000,-71.119633420000000,42.292118632600001,18.461648858699998,1094,98.475212484200000,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1408,1,9.703802035540001,-71.119803355000002,42.292123911700003,18.606563217000001,1094,55.027267886899999,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1409,1,13.299827215300001,-71.042836492800006,42.291852800199997,26.847059792200000,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1410,1,12.281664812800001,-71.119621644399999,42.292141238799999,19.672097289700002,1094,96.762600809099993,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1411,1,9.212492709750000,-71.119812941899994,42.292146188499999,19.662431514200001,1094,49.404761340199997,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1412,1,21.011510931800000,-71.087318917100006,42.292041540299998,27.974128008600001,-1,-1.000000000000000, , , ,0, ,0,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1413,1,9.070186124370000,-71.093685641500002,42.292074050700002,19.895546765999999,18584,79.049752863300000,Osprey,WAY,Boston,20,Dorchester,5433,0, , , ,0.000000000000000, , , 
1414,1,14.299029594800000,-71.042852388000000,42.291880458300000,27.075326869600001,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1415,1,12.089992937600000,-71.119442879800005,42.292179777000001,22.545520233900000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1416,1,7.911264085120000,-71.093801106300006,42.292110804899998,20.465100855399999,18584,46.295722038299999,Osprey,WAY,Boston,20,Dorchester,5433,0, , , ,0.000000000000000, , , 
1417,1,15.023784445800000,-71.119647873900007,42.292205535000001,22.002581333900000,1094,78.816191618900007,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1418,1,11.511999935900000,-71.119779196500005,42.292211161399997,19.737688598599998,1094,47.119700442099997,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1419,1,13.679225320200000,-71.042880661699996,42.291928679800002,27.159232754200001,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1420,1,10.663557817399999,-71.119751625099994,42.292223508299998,19.818462408799999,1094,51.233444979399998,Brookway,RD,Boston,20,Roslindale,595,0, , , ,0.000000000000000, , , 
1421,1,14.380316790500000,-71.042898569599998,42.291956475500001,26.902632763400000,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1422,1,14.271160661400000,-71.042698099500001,42.291973108000001,27.034522276299999,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1423,1,15.510613904500000,-71.042916907500000,42.291984235599998,27.663996378200000,-1,-1.000000000000000, , , ,0, ,0,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1424,1,22.648897067099998,-71.083440065600001,42.292139152399997,36.033217737500003,-1,-1.000000000000000, , , ,0, ,0,991,Harambee Park,City of Boston,Mattapan,45.557800880000002,"Parks, Playgrounds & Athletic Fields",BPRD,Franklin Field
1425,1,25.939169342200000,-71.043287009500006,42.292024448900001,37.594732325899997,14963,89.480257800299995,Conley,ST,Boston,20,Dorchester,982,397,Tenean Beach,Commonwealth of Massachusetts,Dorchester,8.701530829999999,"Parkways, Reservations & Beaches",DCR, 
1426,1,9.348585900230001,-71.119358909100001,42.292305639200002,18.849439114399999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
1427,1,10.335524561200000,-71.119387788799997,42.292307057199999,18.879708572700000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
